ENSEMBLE,y_test
0.919511909,1
0.988864807,1
0.994977594,1
0.004627376,0
0.061405448,0
0.995603136,1
0.026604017,0
0.827732339,1
0.951584101,1
0.307523798,0
0.038069543,0
0.739459213,1
0.036142776,0
0.993066016,1
0.076916922,0
0.975681984,1
0.994849672,1
0.003113097,0
0.120811941,0
0.558554945,1
0.723161726,1
0.027612289,0
0.020472151,0
0.857847965,1
0.971275369,1
0.396096195,0
0.007859077,0
0.995060208,1
0.653222637,0
0.983537542,1
0.958789485,1
0.965950919,1
0.994665016,1
0.096081852,1
0.996434045,1
0.749347205,1
0.884173463,1
0.955219729,1
0.003115954,0
0.017963538,0
0.014184026,0
0.971849899,1
0.8966047,1
0.993182198,1
0.18194589,0
0.199798462,0
0.918538821,1
0.988723865,1
0.035632111,0
0.026634125,0
0.87005977,1
0.238824061,0
0.996376405,1
0.106364339,0
0.702251912,1
0.068392298,0
0.026256045,0
0.003391256,0
0.991261632,1
0.014553829,0
0.968094454,1
0.089171041,0
0.007428325,0
0.954545597,0
0.09446657,0
0.779619294,1
0.980787,1
0.305986981,1
0.704100871,1
0.923399472,1
0.027020127,0
0.933057571,1
0.99067795,1
0.956789932,1
0.081290464,0
0.036253353,0
0.036672147,0
0.022998767,0
0.994496116,1
0.546161278,0
0.325655376,0
0.185603205,0
0.003506404,0
0.924183475,1
0.046660277,0
0.021497476,0
0.73215646,1
0.026364342,0
0.9934535,1
0.606734167,0
0.006644544,0
0.993571275,1
0.995928263,1
0.85753209,1
0.951108716,1
0.996858314,1
0.993832746,1
0.962098464,1
0.99133273,1
0.008317591,0
0.016930036,0
0.080380906,0
0.905815736,1
0.014092043,0
0.988114744,1
0.003386282,0
0.447158159,1
0.989807899,1
0.685878103,1
0.036804129,0
0.994340865,1
0.959874743,1
0.024007809,0
0.986505661,1
0.984783418,1
0.983255663,1
0.033807491,0
0.008835332,0
0.672170386,1
0.045676472,0
0.983970344,1
0.781092532,1
0.992143206,1
0.010098867,0
0.03103036,0
0.979581112,1
0.908881718,1
0.994295933,1
0.021285392,0
0.004451741,0
0.062199087,0
0.768282833,0
0.469984543,1
0.028930369,0
0.994994413,1
0.995404,1
0.004128444,0
0.023935678,0
0.025540922,0
0.994886188,1
0.888930945,1
0.01568081,0
0.922508652,1
0.985805755,1
0.934905998,1
0.016889666,0
0.386954096,0
0.992205879,1
0.033556912,0
0.233548294,0
0.989221652,0
0.04101093,0
0.989442861,1
0.2628964,0
0.047916201,0
0.007364108,0
0.701614502,0
0.024992077,0
0.983718736,1
0.003955156,0
0.909859441,1
0.543211601,1
0.89954077,1
0.958659881,1
0.225121227,0
0.079121468,0
0.036362806,0
0.930330592,1
0.343148617,1
0.429450523,1
0.981949209,1
0.017093024,0
0.031755995,0
0.158718341,0
0.548467585,1
0.944718075,1
0.953816328,1
0.118927872,0
0.959516208,1
0.286787133,0
0.991619649,1
0.971561842,1
0.973941131,1
0.003976209,0
0.926607283,1
0.926851542,1
0.459343465,1
0.461545404,1
0.044301826,0
0.00431645,0
0.18735331,0
0.00471392,0
0.991681918,1
0.023860636,0
0.081411644,0
0.613208039,0
0.049727264,0
0.989411642,1
0.017529384,0
0.951965647,1
0.386816817,0
0.034938376,0
0.029824481,0
0.970841257,1
0.095279855,0
0.882959821,1
0.994248805,1
0.992462904,1
0.994623936,1
0.955502378,1
0.021620201,0
0.311536648,0
0.969982079,1
0.355522112,0
0.813267105,0
0.282414284,0
0.003667981,0
0.023641077,0
0.98657009,1
0.414599176,0
0.953481534,1
0.973195539,1
0.993265526,1
0.177859351,0
0.005545984,0
0.019997222,0
0.134656019,0
0.938139693,1
0.100786519,0
0.068354887,0
0.924748881,1
0.984288177,1
0.0043979,0
0.974649853,1
0.097281176,0
0.944875467,1
0.739372774,0
0.957273508,1
0.821693392,1
0.005602217,0
0.973886912,1
0.992851552,1
0.956473248,1
0.992102053,1
0.98943376,1
0.772520843,0
0.063999179,0
0.03966474,0
0.006213656,0
0.026163363,0
0.393071273,0
0.9789324,1
0.165211397,0
0.996087647,1
0.618884091,0
0.133408893,0
0.532035411,1
0.889463063,1
0.009736396,0
0.973532696,1
0.903574469,1
0.991576928,1
0.041206741,0
0.316440942,0
0.920201163,0
0.003279017,0
0.964810629,1
0.038711228,0
0.007314399,0
0.028998271,0
0.009301741,0
0.996744743,1
0.061113651,1
0.028134963,0
0.945765514,1
0.082775505,0
0.993703063,1
0.021699975,0
0.081588732,0
0.026669069,0
0.081008594,0
0.858747018,1
0.97328317,1
0.994656135,1
0.007192203,0
0.02589948,0
0.015300656,0
0.019275704,0
0.036188921,0
0.013516762,0
0.992980074,1
0.994221978,1
0.595399478,1
0.996505492,1
0.005307099,0
0.994935061,1
0.990311803,1
0.061180965,0
0.857446246,1
0.979273273,1
0.95807584,1
0.905688401,1
0.992835006,1
0.99623378,1
0.030137496,0
0.867280656,1
0.016139196,0
0.993062326,1
0.035024714,0
0.884398636,1
0.205940093,0
0.96649597,1
0.011613659,0
0.021029152,0
0.980100825,1
0.013220756,0
0.047118538,0
0.058547944,0
0.420363503,1
0.98031635,1
0.007162034,0
0.99320969,1
0.083875587,0
0.005425869,0
0.025758279,0
0.015355544,0
0.008229428,0
0.43578973,1
0.067887056,0
0.037777112,0
0.934911624,1
0.04347065,0
0.002797896,0
0.220467197,0
0.029176769,0
0.298764341,0
0.994680492,1
0.985912828,1
0.068651686,0
0.959657824,1
0.303546718,0
0.018560191,0
0.034160583,0
0.021592251,0
0.89876422,1
0.023053846,0
0.995937188,1
0.509321771,0
0.03445641,0
0.018501359,0
0.073479877,0
0.928112707,1
0.873454306,1
0.996444542,1
0.058435094,0
0.995729551,1
0.973381821,1
0.008345348,0
0.91168256,1
0.847098545,1
0.066981429,0
0.988021988,1
0.02554229,0
0.108332845,0
0.009373558,0
0.852394307,1
0.041922194,0
0.334373977,0
0.984844894,1
0.758110783,1
0.003970304,0
0.92982917,1
0.299189082,1
0.995094631,1
0.05537766,0
0.049993794,0
0.733393599,1
0.95269023,1
0.119837026,0
0.010115971,0
0.004140458,0
0.031585578,0
0.945053163,1
0.780454429,1
0.14352716,0
0.705030439,0
0.983522707,1
0.835448695,1
0.597326121,1
0.099717106,0
0.0599212,0
0.944765297,1
0.987227216,1
0.014509255,0
0.995476492,1
0.018392235,0
0.916475944,1
0.9644873,1
0.385114717,0
0.921184852,1
0.003896954,0
0.913355281,1
0.199781683,1
0.994613269,1
0.758696495,1
0.379651258,0
0.574668571,1
0.157392375,0
0.978249342,1
0.808315931,0
0.005403285,0
0.038492922,0
0.053730652,0
0.019888342,0
0.003282605,0
0.021063422,0
0.840769136,1
0.795779286,1
0.819124607,1
0.029382327,0
0.895000725,1
0.608089723,1
0.989375788,1
0.58166568,0
0.976688339,1
0.923121716,1
0.804380876,0
0.005545984,0
0.075301986,0
0.027297275,0
0.981621848,1
0.020697371,0
0.923121716,1
0.0545137,0
0.042266448,0
0.033776,0
0.949093854,1
0.948834853,1
0.019062092,0
0.045378329,0
0.05713327,0
0.553394751,0
0.714613979,1
0.397877196,0
0.184698163,0
0.010592861,0
0.009832324,0
0.039948387,0
0.993738089,1
0.022241722,0
0.954689864,1
0.614331491,1
0.990132791,1
0.961567056,1
0.013791351,0
0.008287506,0
0.111773296,0
0.17048535,0
0.082546642,1
0.97364627,1
0.006139149,0
0.941435966,1
0.970581707,1
0.006396502,0
0.949278874,1
0.004525855,0
0.923582875,1
0.902209812,1
0.025509772,0
0.907991692,1
0.057147149,0
0.018222513,0
0.031444579,0
0.589536081,0
0.044600751,0
0.946539561,1
0.935153833,0
0.049277604,0
0.506302104,0
0.028628394,0
0.9766746,1
0.996137434,1
0.019103308,0
0.971864371,1
0.994469879,1
0.004899567,0
0.971973666,1
0.062213027,0
0.901505729,1
0.985203063,1
0.086354874,0
0.038037414,0
0.941655308,1
0.023642991,0
0.995211188,1
0.983021798,1
0.995043362,1
0.985626089,1
0.021985018,0
0.989231642,1
0.753436577,1
0.36199283,0
0.036354146,0
0.972288289,1
0.957318502,1
0.02373252,0
0.035173314,0
0.031713512,0
0.059293553,0
0.004023112,0
0.994815062,1
0.855031557,1
0.937638214,0
0.93502834,1
0.965409082,1
0.093907589,0
0.20812859,0
0.983687949,1
0.712845436,1
0.931340655,1
0.033722817,0
0.868224278,1
0.206423327,1
0.995690176,1
0.022097175,0
0.97135145,1
0.991590726,1
0.049685097,0
0.030389764,0
0.693936633,1
0.712852469,1
0.995917135,1
0.99570167,1
0.008360793,0
0.099174012,0
0.026048526,0
0.951069699,1
0.91207232,1
0.020874528,0
0.948467608,1
0.017616231,0
0.004981463,0
0.975905166,1
0.051887196,0
0.996268993,1
0.003581027,0
0.047528693,0
0.004212734,0
0.990807636,1
0.9880676,1
0.004261256,0
0.929507834,1
0.076244408,0
0.003722928,0
0.995346659,1
0.935264014,0
0.95520294,1
0.877719361,1
0.953801502,0
0.978453258,1
0.003922861,0
0.83636187,1
0.261314447,1
0.011473771,0
0.018707364,0
0.863143917,1
0.138504867,0
0.889424086,1
0.964956768,1
0.059390516,0
0.020697235,0
0.964993681,1
0.037834955,0
0.987767424,1
0.242051443,0
0.032486123,0
0.992067168,1
0.013670522,0
0.020095065,0
0.582756618,1
0.019860262,0
0.028969064,0
0.00439442,0
0.007567061,0
0.870882685,1
0.789529117,1
0.073448366,0
0.12526147,0
0.831798865,1
0.935622499,1
0.044156555,0
0.849238467,1
0.995837651,1
0.004921119,0
0.990874793,1
0.024509015,0
0.003238643,0
0.995779019,1
0.003898864,0
0.356704326,0
0.811428004,1
0.003969057,0
0.097792396,0
0.987109008,1
0.724514995,1
0.862774558,1
0.632091405,0
0.976633238,1
0.962311673,1
0.041659847,0
0.982314751,1
0.022335641,0
0.99150126,1
0.03787558,0
0.029708794,0
0.658385853,1
0.181484168,0
0.916609685,1
0.00595313,0
0.953916029,1
0.940545666,1
0.590768205,0
0.983239422,1
0.303206167,0
0.887598519,1
0.393948638,0
0.982880057,1
0.983322114,1
0.003553465,0
0.015717532,0
0.933150466,1
0.99667738,1
0.990639204,1
0.942096609,1
0.019056195,0
0.699044363,1
0.783272272,1
0.943889287,1
0.922025682,1
0.083435495,0
0.377599493,0
0.17985317,0
0.991086966,1
0.147338266,0
0.590628477,1
0.015042314,0
0.985890417,1
0.099952555,0
0.003066267,0
0.706592891,1
0.421382188,1
0.04498081,0
0.700551514,0
0.969157353,1
0.058220987,0
0.971865331,1
0.007549747,0
0.94802045,1
0.003320888,0
0.021228262,0
0.120247789,0
0.977611721,1
0.869889825,1
0.061883963,0
0.735702963,0
0.058934165,0
0.994710148,1
0.990133305,1
0.995865249,1
0.04005777,0
0.82842359,0
0.99696999,1
0.918563208,1
0.011080825,0
0.996179851,1
0.056671028,0
0.034946586,0
0.201159916,0
0.710059098,1
0.995004973,1
0.97475913,1
0.99504468,1
0.934053919,1
0.99290145,1
0.96129457,1
0.004474016,0
0.289094116,0
0.003858732,0
0.023314463,0
0.985141313,1
0.972013743,1
0.022674503,0
0.988320698,1
0.05730776,0
0.048586725,0
0.008071547,0
0.115098109,1
0.174128842,0
0.004598843,0
0.909223954,1
0.005984996,0
0.926607283,1
0.653679662,1
0.826458866,1
0.024020986,0
0.988272238,1
0.990130557,1
0.595214391,1
0.98755406,1
0.972666148,1
0.024390257,0
0.881226279,1
0.148543292,0
0.967606577,1
0.018766162,0
0.991239903,1
0.04749602,0
0.99157177,1
0.777396105,0
0.923656921,1
0.08537475,0
0.012436671,0
0.036351591,0
0.971779263,1
0.994128317,1
0.924641708,0
0.994555074,1
0.065840282,0
0.96546221,1
0.177498506,0
0.954402387,1
0.009676161,0
0.125395591,0
0.084527824,0
0.994902456,1
0.995234007,1
0.987423306,1
0.174764047,0
0.98509762,1
0.996082171,1
0.003162979,0
0.022976528,0
0.988664152,1
0.962949667,1
0.957746748,1
0.064518373,0
0.890839144,1
0.725803717,0
0.498011595,0
0.111070617,0
0.246117683,0
0.121439466,0
0.918686823,1
0.027378325,0
0.855455443,1
0.021105814,0
0.284742726,0
0.992075856,1
0.970781704,1
0.953597597,1
0.02607807,0
0.827687408,1
0.899072796,1
0.211578564,0
0.988720079,1
0.093286157,0
0.021185918,0
0.949551075,1
0.948955125,1
0.070065229,0
0.019090511,0
0.987678532,1
0.04589562,0
0.454452248,1
0.630624355,1
0.675025059,1
0.987973305,1
0.991610007,1
0.759263019,0
0.270669111,1
0.990871517,1
0.014723472,0
0.968090138,1
0.003539225,0
0.010014365,0
0.021331561,0
0.516791503,1
0.025460269,0
0.351173274,0
0.968156861,1
0.94375735,1
0.016209102,0
0.067312878,0
0.963077957,1
0.990087762,1
0.209137869,0
0.028926333,0
0.003277776,0
0.008089834,0
0.902637913,1
0.9940749,1
0.927629491,1
0.693801011,0
0.01637591,0
0.008893941,0
0.968170583,1
0.05702978,0
0.959707651,1
0.817861069,1
0.025180938,0
0.990680883,1
0.006666955,0
0.086379489,0
0.251970293,1
0.944225335,1
0.948792878,1
0.00477251,0
0.005274411,0
0.807193005,1
0.996746248,1
0.959383055,1
0.335590325,0
0.98709073,1
0.989804876,1
0.777755332,1
0.885993696,0
0.991536062,1
0.736198638,0
0.008610501,0
0.098549695,1
0.995282933,1
0.047918039,0
0.843066059,1
0.020705374,0
0.022485304,0
0.702585828,0
0.950278368,1
0.02083215,0
0.457693146,0
0.857007143,1
0.995349415,1
0.82290235,0
0.772436797,1
0.016078909,0
0.028189181,1
0.987189248,1
0.994659462,1
0.054657259,1
0.875280069,1
0.992656534,1
0.623302674,1
0.972360022,1
0.11284458,0
0.023932708,0
0.969296189,1
0.979409929,1
0.988214207,1
0.995127853,1
0.06088086,0
0.022023193,0
0.961941748,1
0.957641641,1
0.996737292,1
0.993291672,1
0.926607283,1
0.994593752,1
0.995832662,1
0.961403992,1
0.986041581,1
0.983924901,1
0.970203472,1
0.022691742,0
0.053399094,0
0.456384459,0
0.004071987,0
0.976984297,1
0.995816627,1
0.936250903,1
0.57520691,1
0.966186765,1
0.934767899,1
0.026765267,0
0.99669317,1
0.237104225,1
0.026788744,0
0.89278438,1
0.003266629,0
0.819533717,0
0.150387281,0
0.851626357,1
0.01758614,0
0.051724589,0
0.940667935,1
0.968179978,1
0.076456088,0
0.142713362,1
0.010224938,0
0.027186644,0
0.997501386,1
0.039172316,0
0.009219478,0
0.996609356,1
0.963092675,1
0.325192463,1
0.876298511,1
0.017207727,0
0.005990513,0
0.955912274,1
0.99349446,1
0.576936624,1
0.940408889,0
0.981740367,1
0.641201171,0
0.037479123,0
0.974650758,1
0.014012631,0
0.993961154,1
0.942900824,1
0.620259675,1
0.02092991,0
0.082174536,0
0.066083357,0
0.048682004,0
0.672052544,0
0.008824426,0
0.768890902,0
0.044288022,0
0.991036491,1
0.885369197,1
0.264501692,0
0.127210592,0
0.88804611,1
0.273794644,0
0.992577918,1
0.015906596,0
0.048133127,0
0.909113236,1
0.832001156,1
0.919906655,1
0.362053728,0
0.993723041,1
0.750030107,1
0.004672212,0
0.094580667,0
0.308354175,1
0.016779026,0
0.982078377,1
0.023846587,0
0.048523683,0
0.939456398,1
0.313719982,0
0.996062931,1
0.817990771,1
0.987073041,1
0.165504284,0
0.882565113,1
0.932008187,1
0.037285042,0
0.182730761,0
0.017742902,0
0.245727558,0
0.894370002,1
0.935549357,1
0.528131375,0
0.629500356,0
0.393730602,0
0.993464725,1
0.004814685,0
0.127496429,0
0.956290668,1
0.945615862,1
0.028991652,0
0.041999319,0
0.01204923,0
0.003976078,0
0.06224564,0
0.153953506,0
0.972773397,1
0.146116239,0
0.022178431,0
0.024664497,0
0.023477609,0
0.967249814,1
0.81741057,1
0.055413552,0
0.042620349,0
0.036175675,0
0.807823077,1
0.988972866,1
0.918222786,1
0.012535472,0
0.925684593,1
0.368314395,1
0.236097838,0
0.024241814,0
0.982704492,1
0.023243802,0
0.967092872,1
0.953553917,1
0.374336901,1
0.993193764,1
0.974363551,1
0.994863953,1
0.00476296,0
0.942537688,1
0.048847171,0
0.013543255,0
0.022172485,0
0.982021764,1
0.04490978,0
0.975706071,1
0.901844029,1
0.036665197,0
0.440239103,0
0.988766152,1
0.994673843,1
0.958658202,1
0.986250601,1
0.992204534,1
0.96055821,1
0.033226192,0
0.030422019,0
0.287387602,0
0.95608049,1
0.966221561,0
0.217510137,0
0.996547337,1
0.020330455,0
0.967891051,1
0.142669172,0
0.062532642,0
0.979915188,1
0.994449246,1
0.662770176,1
0.036339736,0
0.914287032,1
0.959552441,1
0.898360409,0
0.957640183,1
0.013321073,0
0.047777269,0
0.990584992,1
0.994144503,1
0.824092505,1
0.958452798,1
0.985915855,1
0.09824418,0
0.061757559,0
0.995764379,1
0.716951758,1
0.89687528,0
0.996630336,1
0.862728496,1
0.161816862,0
0.948832402,1
0.995533941,1
0.046450709,0
0.053768867,0
0.008088614,0
0.216907811,0
0.035485202,0
0.950341806,1
0.988500554,1
0.038221003,0
0.052232995,0
0.03103915,0
0.011020178,0
0.882023907,0
0.791336375,1
0.871902995,1
0.960153682,1
0.994553263,1
0.952370321,1
0.102651002,0
0.111050379,1
0.04650632,0
0.173610351,0
0.977917857,1
0.820817746,1
0.03662256,0
0.976385843,1
0.814968157,0
0.996730834,1
0.990238212,1
0.479793896,1
0.989059077,1
0.682791191,1
0.433848905,1
0.088718404,0
0.973845327,1
0.95528401,1
0.051447768,0
0.501016125,0
0.202284463,0
0.924358059,1
0.973543329,1
0.994636424,1
0.040287489,0
0.304382239,0
0.990730282,1
0.025697974,0
0.256685237,0
0.029478131,0
0.883345982,1
0.993407859,1
0.093862742,0
0.385598994,1
0.035355399,0
0.983529119,1
0.923953373,1
0.990569866,1
0.885300743,1
0.976114452,1
0.003193224,0
0.510064318,1
0.019889612,0
0.949818886,1
0.323160604,0
0.125571166,0
0.925782622,1
0.034258291,0
0.05681154,0
0.142706597,1
0.047769589,0
0.958563496,1
0.025450061,0
0.003593344,0
0.988066481,1
0.051720575,0
0.232144776,0
0.981628959,1
0.062400031,0
0.047898293,0
0.991390153,1
0.012816483,0
0.99546253,1
0.993701785,1
0.877229698,1
0.951268487,1
0.117286609,0
0.003044204,0
0.134845339,0
0.991748975,1
0.877124122,1
0.991938208,1
0.038891551,0
0.059809598,0
0.004162514,0
0.005841206,0
0.015883375,0
0.689909724,1
0.022610384,0
0.978554985,1
0.993360415,1
0.269843597,0
0.07799036,1
0.896676428,1
0.76602138,0
0.865975854,1
0.505608549,1
0.990352566,1
0.032019513,0
0.834250923,0
0.872733422,1
0.951639328,1
0.984601796,1
0.095678333,0
0.003115579,0
0.519994837,0
0.994547485,1
0.107444902,0
0.993004408,1
0.025808319,0
0.031620634,0
0.026841919,0
0.007524763,0
0.029948686,0
0.024039401,0
0.993524658,1
0.039570371,0
0.012921586,0
0.848956096,0
0.032459556,0
0.928328543,1
0.048594014,0
0.775970635,1
0.757230518,0
0.030023026,0
0.974840328,1
0.331845952,0
0.021083732,0
0.903264805,1
0.506697029,0
0.006580425,0
0.970809605,0
0.651361728,0
0.152808923,0
0.051819256,0
0.030880025,0
0.986054636,1
0.049296141,0
0.032749825,0
0.459021257,1
0.957638264,1
0.021929363,0
0.155876178,0
0.994065333,1
0.005185192,0
0.79489356,1
0.015826864,0
0.033745217,0
0.565741161,1
0.239221711,0
0.028933038,0
0.057734324,0
0.069378883,0
0.810863725,1
0.210395038,0
0.919713321,1
0.026952354,0
0.089625184,0
0.094142666,0
0.996559677,1
0.915339762,1
0.720815745,1
0.996567683,1
0.885504519,1
0.988597339,1
0.994103609,1
0.980358276,1
0.032659008,0
0.885750594,1
0.03561501,0
0.15210717,0
0.995452487,1
0.983574668,1
0.165043033,0
0.327812239,1
0.908598762,0
0.99421243,1
0.096883933,0
0.010169345,0
0.004525855,0
0.981736936,1
0.10086403,0
0.94090438,1
0.976523401,1
0.352677922,0
0.501122944,0
0.863360514,1
0.977219131,1
0.994693346,1
0.942809002,1
0.369099048,0
0.590739485,0
0.954672374,1
0.211848734,0
0.090428044,0
0.982619751,1
0.975547661,1
0.063008181,0
0.887461551,1
0.091497934,0
0.900990615,1
0.962098464,0
0.992159638,1
0.991568831,1
0.884386854,1
0.870993642,1
0.986004703,1
0.983063352,1
0.972359701,1
0.018676997,0
0.277562955,0
0.479405107,1
0.032031484,0
0.008579768,0
0.046314656,1
0.11199633,0
0.025080436,0
0.013148185,0
0.978843905,1
0.018912279,0
0.018962101,0
0.023181003,0
0.991140978,1
0.955153683,1
0.979058553,1
0.994450727,1
0.984938223,1
0.005692007,0
0.037528541,0
0.03916754,0
0.014017833,0
0.915726933,1
0.989877651,1
0.01373823,0
0.125057949,0
0.003362749,0
0.959792743,1
0.054798798,0
0.09072925,0
0.796500334,1
0.06635711,0
0.940134167,1
0.37036765,1
0.036770572,0
0.023719395,0
0.055516727,0
0.029875887,0
0.004986467,0
0.020567397,0
0.963798116,1
0.030481336,0
0.110305791,0
0.995136678,1
0.989064856,1
0.965250465,1
0.990383962,1
0.989832827,1
0.091408061,0
0.439963216,0
0.992630558,1
0.079200145,0
0.010495599,0
0.944311134,1
0.877437508,1
0.940436781,1
0.157065109,1
0.112660277,0
0.768110959,0
0.027168921,0
0.96693673,1
0.931322304,1
0.994369985,1
0.878976992,1
0.005169871,0
0.041412326,0
0.963671401,1
0.062315577,0
0.70052251,0
0.997019496,1
0.031454838,0
0.954868603,1
0.012101534,0
0.908425436,1
0.99218027,1
0.990668877,1
0.003144103,0
0.889432626,1
0.018327611,0
0.07840493,0
0.994605082,1
0.995397767,1
0.87152577,1
0.006518653,0
0.985937668,0
0.065695711,0
0.991132414,1
0.497190386,1
0.020324951,0
0.945415155,1
0.133848678,0
0.751226407,1
0.942578434,1
0.230673419,1
0.864056427,1
0.014735102,0
0.968366446,1
0.203888269,0
0.964358392,1
0.889076738,1
0.053916525,0
0.990000935,1
0.986600436,1
0.062241404,0
0.943830737,1
0.645367153,0
0.99643734,1
0.691407225,1
0.034139213,0
0.034520446,0
0.890488426,1
0.645996657,0
0.18049609,0
0.027229602,0
0.956397061,1
0.992995939,1
0.974881746,1
0.078959959,0
0.979827162,1
0.994669865,1
0.025432106,0
0.98593395,1
0.02870705,0
0.82994799,1
0.101593934,1
0.302189427,1
0.05147219,0
0.002307525,0
0.014239276,0
0.009226724,0
0.994739331,1
0.993297045,1
0.996094209,1
0.844929304,1
0.988982408,1
0.259850762,0
0.817408365,1
0.974311538,1
0.862877577,1
0.184701075,1
0.07135166,0
0.99375699,1
0.961781199,1
0.993801642,1
0.129533095,0
0.994303989,1
0.992453219,1
0.009294236,0
0.059521836,0
0.979742393,1
0.050738315,0
0.538563104,1
0.437647772,0
0.995632291,1
0.99632157,1
0.96257492,1
0.204457835,0
0.991733749,1
0.82668523,1
0.025312021,0
0.023441147,0
0.977569149,1
0.943602759,1
0.31008582,0
0.612195409,0
0.985244882,1
0.02576285,0
0.003399076,0
0.991248318,1
0.953615302,1
0.012078857,0
0.986786239,1
0.746525434,1
0.992601296,1
0.059488658,1
0.013162846,0
0.600069576,1
0.985284684,1
0.960093179,1
0.991279408,1
0.83636187,1
0.919243057,1
0.156632676,0
0.372759189,0
0.090087508,0
0.020934944,0
0.993313579,1
0.884227888,1
0.05948119,0
0.749963214,1
0.018102147,0
0.048619919,0
0.295980504,0
0.952205204,1
0.050689359,0
0.019371212,0
0.014972895,0
0.92853565,1
0.99302675,1
0.004412218,0
0.192838592,0
0.993982217,1
0.042004974,0
0.926090609,1
0.01459226,0
0.885004391,0
0.058484631,0
0.003780425,0
0.920715951,1
0.192303233,0
0.023760403,0
0.890503405,1
0.984592012,0
0.085024556,0
0.981437316,1
0.991147173,1
0.869532436,1
0.043588343,0
0.032626878,0
0.051465087,0
0.04679509,0
0.36649613,1
0.248361733,1
0.965145625,1
0.034254991,0
0.012477757,0
0.02965177,0
0.990044703,1
0.970190279,1
0.1794851,1
0.019146473,0
0.993723665,1
0.964409973,1
0.985460115,1
0.973262698,1
0.130249448,0
0.099436682,0
0.922846387,1
0.665312029,1
0.814899895,1
0.975498782,1
0.191545794,0
0.026201716,0
0.014092359,0
0.995635694,1
0.969537078,1
0.031795231,0
0.026029567,0
0.961130374,1
0.033787119,0
0.960071929,1
0.815384578,0
0.13627148,0
0.990044518,1
0.959257584,1
0.925621725,1
0.984213361,1
0.017974351,0
0.062679125,0
0.04011642,0
0.028406103,0
0.154142529,0
0.975934286,1
0.034377125,0
0.9937418,1
0.04425747,0
0.397038292,0
0.006750294,0
0.900608366,1
0.030826855,0
0.895010366,1
0.895306611,1
0.006703177,0
0.044436998,0
0.995393038,1
0.030255724,0
0.969457208,1
0.994964224,1
0.902000315,1
0.922472416,1
0.104563564,0
0.023982983,0
0.145586368,0
0.008001532,0
0.636027403,1
0.73151695,1
0.99665667,1
0.159820954,0
0.971583865,1
0.016316578,0
0.831187396,0
0.996111434,1
0.991985589,1
0.682978453,1
0.994299845,1
0.746731221,1
0.22442494,0
0.887338506,1
0.615002696,1
0.980550905,1
0.311467878,0
0.033494601,0
0.098522392,0
0.030514228,0
0.057620168,0
0.377395189,0
0.069658936,0
0.815772413,1
0.994870301,1
0.98484618,1
0.975125204,1
0.995408409,1
0.007194834,0
0.796710107,0
0.366742223,0
0.025230625,0
0.233188057,1
0.967894009,1
0.911194336,1
0.007611235,0
0.995301389,1
0.961078838,1
0.049740742,0
0.956089681,1
0.80993569,1
0.038914725,0
0.095595425,0
0.004374606,0
0.964323363,1
0.46204625,1
0.956616705,1
0.030856559,0
0.033267865,0
0.977009884,1
0.015713664,0
0.277756511,0
0.962652829,1
0.991785283,1
0.0645505,0
0.995940873,1
0.023476206,0
0.599246417,1
0.99394901,1
0.009734632,0
0.951918633,1
0.98567248,1
0.048719464,0
0.003234784,0
0.182501945,1
0.982849011,1
0.02763832,0
0.140698055,1
0.182346788,0
0.031473703,0
0.080999756,0
0.017494193,0
0.071603942,0
0.987556408,1
0.021182781,0
0.995852275,1
0.945554333,1
0.063406709,0
0.971080231,1
0.983856302,1
0.808507704,1
0.417425266,1
0.953195357,1
0.035024606,0
0.988481827,1
0.629808922,1
0.992436495,1
0.038024823,0
0.951189229,1
0.995301579,1
0.005902684,0
0.957665179,1
0.008985355,0
0.045513429,0
0.019632303,0
0.033833503,0
0.033924322,0
0.028691583,0
0.554724699,0
0.9963336,1
0.343330367,1
0.971382414,1
0.881181982,1
0.990954274,1
0.988929548,1
0.0459113,0
0.08950834,0
0.984191261,1
0.018563116,0
0.994742112,1
0.009016718,0
0.877658925,1
0.686384778,0
0.909910812,1
0.972373151,1
0.113633525,0
0.490793823,1
0.895967468,0
0.901482333,1
0.17254413,1
0.976832746,1
0.020078887,0
0.785633644,1
0.994661838,1
0.004095298,0
0.003379734,0
0.004354751,0
0.189898748,0
0.982289102,1
0.249786556,0
0.219860499,0
0.062978441,0
0.755506872,0
0.948912067,1
0.992761328,1
0.979900679,1
0.066210108,0
0.032664261,0
0.963445262,1
0.196746258,1
0.04927711,0
0.029059282,0
0.092922432,0
0.12486731,0
0.027485473,0
0.155086147,0
0.916524114,1
0.046781747,0
0.438929057,0
0.015723192,0
0.327947172,0
0.010849478,0
0.004585076,0
0.01676098,0
0.128708606,0
0.074956385,1
0.985293736,0
0.090677644,0
0.015925919,0
0.222971639,0
0.955327471,1
0.471118357,1
0.050478781,0
0.923121716,0
0.222728326,0
0.030650823,0
0.975793712,1
0.114606482,0
0.007525569,0
0.586595518,0
0.979819883,1
0.944132057,1
0.011190542,0
0.025129743,0
0.322383973,0
0.807770352,1
0.055905025,0
0.142226096,0
0.993901852,1
0.107214575,0
0.887335076,1
0.129067237,0
0.025894816,0
0.954911216,1
0.976264554,1
0.960770432,1
0.960071929,1
0.006468396,0
0.115070466,0
0.043101747,0
0.948857262,1
0.986456367,1
